filename, Bicycle, Bridge, Bus, Car, Chimney, Crosswalk, Hydrant, Motorcycle, Stair, Traffic-Light
Bus-869-_png.rf.3d8ef1ef6c078f8dbc484cea5da59394.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Cross-800-_png.rf.3d6f51dffbe3e273b0044a20d047565c.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Car-2235-_png.rf.3d5b4a374c0dacd4534986b82cd64162.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Hydrant-873-_png.rf.3d7e30e0f052749934bc17d496d58a0b.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Cross-93-_png.rf.3d7e87f0f9d0d6315248736b6c422cfd.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Cross-675-_png.rf.3d9186b9b627d315de9a53cdb213965a.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Bicycle-658-_png.rf.3d545edf4b44b6762f7b768bfa009ea1.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Car-1128-_png.rf.3d68b56b65231acd91438d34025bf9f6.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Tlight-769-_png.rf.3d85f5cfa76cc0f5dfd331110e80140f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Cross-804-_png.rf.3d94eee420e96558df4db827b0948bab.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Car-732-_png.rf.3d976385555cc64b9541bff5a7b2e551.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Bicycle-54-_png.rf.3d8f08ff60123f02c04fd44a85b44fbc.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Car-718-_png.rf.3d9e3fbf998d34b303c0a6f97cab2ff5.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Tlight-686-_png.rf.3d6517f5bd3b582bccb01e9fe7f90296.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Car-375-_png.rf.3d7eecb99002fe8a736019fd887f0529.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-1877-_png.rf.3d93a117505568e2933fbd58d87ee190.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Chimney-12-_png.rf.3d62b74268416184e71c49c1cc761d99.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Motorcycle-43-_png.rf.3db7d68bccd1be21fb6585ebf5e3651b.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Tlight-805-_png.rf.3dad986dc5af2ca72e55c5cf19431f04.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Cross-696-_png.rf.3da12f75828810f3e00b357498a1f2a6.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Bicycle-690-_png.rf.3db0dba7d1b5e42cc452f04113c63703.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Bus-141-_png.rf.3db91ebb13afb8f0c3e336b8901e68dc.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Hydrant-606-_png.rf.3db4969f9767d503de2b29d7fe6ddd66.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Cross-903-_png.rf.3dc4a6a8cf629619733837e3ffc66d90.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Car-877-_png.rf.3d987e02d6f133efc0cc2b507dbc4989.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-3509-_png.rf.3dcd4e50bbd92e122182aa03207a481c.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Bus-790-_png.rf.3dbd8e882cacfaeeedcee781eb1d0ee8.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Motorcycle-100-_png.rf.3d9f48b4b67cadd94ad6b36c511d5d7a.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Bicycle-378-_png.rf.3dd2107ebfcd7bb1d8fcb0129d953b44.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Cross-165-_png.rf.3dbcac391d668c00db6ffe8cd23b7a00.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Car-1001-_png.rf.3dc4bace6ed485454e2aa589f772fef8.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Bridge-500-_png.rf.3dcd36b69b0298efb1136cfe8241e415.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Car-411-_png.rf.3dc17744e992e87bc6426cfe065d035e.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Hydrant-168-_png.rf.3dd8a2e4ae8141dab35a235dd7d9a2af.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Bicycle-36-_png.rf.3dc81eb1b42253cb9aab8c3d3d988b50.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Bus-461-_png.rf.3dec331324691b82eb0c9be4f88e3a9e.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Cross-254-_png.rf.3ddbdc34c447346743b87cefc6240b88.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Bicycle-560-_png.rf.3dd6f92f3a540a17708fba99126e2738.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Bridge-301-_png.rf.3ddaa1f09dd8afaa62d393b8a1bfcd05.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Bicycle-81-_png.rf.3de63a5982f9d7bacbffe584b5bcbc7a.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Cross-316-_png.rf.3de440645dd4984647662e177bcbf0b0.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Tlight-338-_png.rf.3dbfc68a9910bcb8f25b056518c71612.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Car-2064-_png.rf.3de8161a1b90e0c8dc5f202bfabafe63.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Bus-1138-_png.rf.3ded299dfa17f0f8894352adb3c5a450.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Bicycle-674-_png.rf.3de59380e9f63fad7bc14ecac15ac205.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Tlight-798-_png.rf.3df9a2b794354b3406a0e6fc4d7d23b3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Car-2120-_png.rf.3e0e284c58b9188785dcefb75f45aa41.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Bicycle-166-_png.rf.3df383f06dc7e9a4f6e130341f5e8522.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Tlight-460-_png.rf.3df2b3db6e65634533637308f428f122.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Tlight-618-_png.rf.3e00f262fd6bc2efb1a719f11b1e8fbe.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Car-1168-_png.rf.3e14f6341012d01ccd3c5942c7eef245.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Tlight-278-_png.rf.3dd141cee92a659c1e374fabaf5c45d1.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Car-342-_png.rf.3e329c133283de2ac48f22b0864033dc.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Hydrant-558-_png.rf.3e2e0e2feba399cc3651db9f7869de8c.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Hydrant-229-_png.rf.3dfa77e0ab9f19d14ae5b99b281b0df7.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Car-2293-_png.rf.3e1bf447473f85ad2a62a32f8f466565.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Bus-468-_png.rf.3e1f333587d1bb99a5c832d05ef1355d.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Bicycle-110-_png.rf.3e18224af6b248baee3e5b5d119ff9c2.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Bus-463-_png.rf.3df1e262ad01d0c367230ed104fcb266.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Car-3391-_png.rf.3deaf026ef69bb2742bc30b32a8edd09.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-1134-_png.rf.3deefc82a753df539373d1ba0f24b65f.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Cross-247-_png.rf.3e3a115e708fcc64fed945559ffbb233.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Car-2348-_png.rf.3e395be420ae681935480025b15d4f6b.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-506-_png.rf.3dffa22c1607275209650242138bf61a.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Bridge-300-_png.rf.3e225305e6de76dde67542c753f051dc.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Car-371-_png.rf.3e2c739aed6bebb71eaa011bae35c718.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Bicycle-698-_png.rf.3e19dd9946d1e9c55d1af1844d90effd.jpg, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0
Car-1432-_png.rf.3e328b9ed3d3e04e0cdee12d8806e893.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-2766-_png.rf.3e0ac08a3e607008aca9d9646ff2573a.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-2815-_png.rf.3e4e1a24ac555e2f2fa85844e71a9b37.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Bicycle-38-_png.rf.3e406fcd6530ffd2f9ab07df9f35cd45.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Hydrant-850-_png.rf.3e402e88bfd5c2f6b041f5bc5c1c694b.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Car-658-_png.rf.3e14d04ba9873092862e9679d91bbf4f.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-336-_png.rf.3e46d4616901ceadec274ed69529faf3.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-408-_png.rf.3e4362a02ee381efb4ad8520329468fd.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Cross-511-_png.rf.3e4eacb7704b29c207a33b9371bb44b1.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Car-2768-_png.rf.3e664d6420a76ccd4b95db9d644f6cf3.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Bicycle-259-_png.rf.3e5add0792d099cfac2e60a2ddee70a3.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Cross-1059-_png.rf.3e6329cbd63e871ec24b2efdb23474da.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Bus-993-_png.rf.3e6368a868e241cd391ce2b578593e76.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Bus-144-_png.rf.3e47c45789236c646952fbcb02485481.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Car-1282-_png.rf.3e48b0a4d6f7b178ef5fa48630ffe2b1.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Stair-1496-_png.rf.3e5d909029bb4e1b8a8aa10f39751b87.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Car-1817-_png.rf.3e72de54f23a1fa53c370dcea8c8f29b.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Hydrant-695-_png.rf.3e5774e6102f164e899f37b29ea8df01.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Car-517-_png.rf.3e5dc2837d2111f489de59f4cef1b212.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Tlight-808-_png.rf.3e674e9b9bb1ff772c563b424fa2d5ae.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Car-2855-_png.rf.3e7806a99471c842b67bfca758dbd0a4.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Bridge-253-_png.rf.3e84cd90d1e17392c959f843ccc487a9.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Car-2270-_png.rf.3e85cc820b920eeef9986deebba21e3a.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Hydrant-364-_png.rf.3e88bcbb9ed12eb0d015ad0ef6ec16e4.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Tlight-125-_png.rf.3e92fe2ecbef92b57a86018a8c12924e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Car-1451-_png.rf.3e988715531aab1717fd61f8179a61df.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-84-_png.rf.3e90f6d9cc7c91f8b023f32802be5c8f.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-3552-_png.rf.3e98bd47757f17ffaf00e828894cc08b.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Bus-51-_png.rf.3ea5437e301ce92770dd66c0e3ea5979.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Cross-832-_png.rf.3e8d367e91c1ba10d0c348cf785d96d1.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Car-2118-_png.rf.3e9c380c2bb8d243fab03fb710c807f8.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-3233-_png.rf.3e89fb50b1dac40462d0b543dea5a677.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Stair-594-_png.rf.3ecfd094c6f037ee9d6452187319a9d2.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Tlight-221-_png.rf.3e99b6ba88fbfe376d6313e366d2635b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Car-1398-_png.rf.3ea7f24e0d842b23e6e532fe542914a3.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-1412-_png.rf.3eab6184dee62d0d6c1d015bc8ca625c.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-1786-_png.rf.3e98e15b0b8a4d52deda2d0d6571dadc.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Tlight-42-_png.rf.3ebd41f9f338065cc345d2d8709eef4c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Car-315-_png.rf.3ea02de3af870eaf4b2ad759e4e5541e.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Hydrant-688-_png.rf.3ec2c12a3e05b7ecc31e618eca6375fe.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Cross-421-_png.rf.3ec1c50762810ebc110ae2c82abeb893.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Bicycle-374-_png.rf.3ee3a1f433e77a171a1aefb641cc3816.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Car-437-_png.rf.3eadf73f440410454d4ae0a84d35103a.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Cross-394-_png.rf.3ee9e7d6941f59c55b78f62313d62ad4.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Car-3022-_png.rf.3eea56195bac0453600d256862125ad9.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Cross-1145-_png.rf.3eb3f40573bff75c8fc8e4db8c97bccd.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Cross-454-_png.rf.3eeb5c5d5517b3a55a4d415b969eb516.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Car-1745-_png.rf.3ec0832b8f551fd9f67b598130a702f5.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Cross-204-_png.rf.3ec575dd25a1a66e310945888a4b6ce4.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Hydrant-400-_png.rf.3ee91956777b5bc10bf12746393f6f77.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Bridge-356-_png.rf.3eb47248f29ab552448890f0e952c9e8.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Bus-1025-_png.rf.3eb05c8eda932b801b69f73bf2ec0b8c.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Cross-376-_png.rf.3e9e9487d6b846b22f0d5c517f470973.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Hydrant-185-_png.rf.3ef0bd2587839f07faf46f515c63a80f.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
